timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id,audio_file,group_index
2025-03-28 18:18:58.037174,none,49,7808,-3057,92,-2,-13,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.042508,none,96,7825,-3083,111,-10,-6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.047559,none,78,7794,-3087,117,-12,-5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.052967,none,35,7696,-3139,116,-13,0,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.058028,none,107,7685,-3171,112,-11,1,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.063089,none,128,7705,-3088,111,-20,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.068149,none,118,7634,-3113,107,-21,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.073985,none,101,7599,-3110,98,-21,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.079044,none,88,7584,-3092,88,-23,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.084112,none,48,7626,-3095,78,-22,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.089219,none,54,7652,-3134,70,-21,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.094415,none,44,7678,-3098,64,-19,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.099459,none,11,7714,-3133,68,-18,3,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.104502,none,35,7703,-3112,69,-16,3,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.109536,none,-7,7705,-3124,72,-16,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.114650,none,-53,7695,-3146,77,-16,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.119689,none,-52,7691,-3178,77,-17,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.124729,none,-44,7706,-3213,77,-14,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.129781,none,-40,7681,-3189,74,-13,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.134070,none,18,7696,-3217,77,-11,3,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.139117,none,-19,7589,-3199,74,-7,7,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.144163,none,-51,7591,-3215,67,-6,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.149197,none,-54,7632,-3200,60,-4,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.154424,none,-24,7650,-3224,57,-2,8,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.159469,none,-53,7648,-3219,57,-4,4,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.163641,none,-72,7644,-3196,54,-1,8,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.168479,none,-56,7650,-3183,55,-3,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.173630,none,-21,7668,-3214,55,-1,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.178681,none,-40,7685,-3215,61,-1,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.183721,none,-55,7634,-3236,62,-1,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.188775,none,-8,7660,-3212,66,0,8,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.193480,none,7,7655,-3218,69,2,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.198295,none,25,7644,-3210,69,3,6,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.203340,none,22,7646,-3227,68,4,8,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.208485,none,52,7626,-3235,68,6,5,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.213526,none,35,7576,-3233,65,5,2,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.218467,none,42,7590,-3233,59,4,2,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.223500,none,18,7597,-3236,58,4,1,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.228561,none,-13,7617,-3262,52,1,0,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.233624,none,0,7598,-3272,48,3,-2,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.238672,none,-18,7593,-3253,41,4,-3,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
2025-03-28 18:18:58.243474,none,-22,7609,-3252,39,0,-7,user1_non-haptic,audio_user1_non-haptic_20250328_181856.wav,0
