timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id,group_index
2025-03-09 20:26:53.694925,none,-309,8202,-938,7,-2,14,user1,25
2025-03-09 20:26:53.699441,none,-341,8208,-978,13,0,0,user1,25
2025-03-09 20:26:53.703522,none,-339,8218,-1002,24,1,-5,user1,25
2025-03-09 20:26:53.707647,none,-394,8180,-1084,24,4,0,user1,25
2025-03-09 20:26:54.290274,none,-356,8190,-1019,-5,-1,7,user1,26
2025-03-09 20:26:54.294306,none,-359,8195,-986,-7,0,8,user1,26
2025-03-09 20:26:54.298345,none,-364,8154,-995,-7,0,5,user1,26
2025-03-09 20:26:54.302881,none,-370,8176,-1022,-6,0,5,user1,26
2025-03-09 20:26:54.307316,none,-392,8187,-989,-5,0,2,user1,26
2025-03-09 20:26:54.311843,none,-386,8203,-1009,-5,2,3,user1,26
2025-03-09 20:26:54.316349,none,-373,8191,-1000,-4,5,0,user1,26
2025-03-09 20:26:54.320896,none,-389,8195,-1010,-5,4,-3,user1,26
2025-03-09 20:26:54.325514,none,-354,8194,-1021,-8,6,-3,user1,26
2025-03-09 20:26:54.329892,none,-367,8189,-1028,-5,5,0,user1,26
2025-03-09 20:26:54.333920,none,-369,8170,-1031,-5,3,-4,user1,26
2025-03-09 20:26:54.338315,none,-374,8180,-1023,-2,5,-3,user1,26
2025-03-09 20:26:54.342896,none,-357,8190,-1021,-4,2,-1,user1,26
2025-03-09 20:26:54.347273,none,-352,8209,-1023,-6,4,1,user1,26
2025-03-09 20:26:54.351345,none,-353,8208,-1045,-4,5,3,user1,26
2025-03-09 20:26:54.355625,none,-362,8215,-1042,-3,6,3,user1,26
2025-03-09 20:26:54.359988,none,-335,8193,-1059,-5,4,0,user1,26
2025-03-09 20:26:54.364526,none,-357,8191,-1030,-6,5,1,user1,26
2025-03-09 20:26:54.368550,none,-355,8166,-1051,-8,3,1,user1,26
2025-03-09 20:26:54.372652,none,-331,8168,-1035,-10,3,2,user1,26
2025-03-09 20:26:54.377078,none,-335,8185,-1046,-8,0,5,user1,26
2025-03-09 20:26:54.381591,none,-311,8194,-1018,-7,1,4,user1,26
2025-03-09 20:26:54.386136,none,-310,8205,-1011,-6,0,6,user1,26
2025-03-09 20:26:54.390724,none,-309,8219,-1023,-8,-1,7,user1,26
2025-03-09 20:26:54.394758,none,-344,8222,-970,-4,-1,7,user1,26
2025-03-09 20:26:54.398861,none,-344,8183,-986,0,-1,6,user1,26
2025-03-09 20:26:54.402884,none,-341,8213,-960,-2,-2,6,user1,26
2025-03-09 20:26:54.407200,none,-366,8198,-972,0,-1,9,user1,26
2025-03-09 20:26:54.411709,none,-355,8217,-980,3,-2,9,user1,26
2025-03-09 20:26:54.416155,none,-354,8230,-986,0,-1,8,user1,26
2025-03-09 20:26:54.420203,none,-372,8220,-998,0,-1,9,user1,26
2025-03-09 20:26:54.424581,none,-394,8206,-982,5,1,10,user1,26
2025-03-09 20:26:54.428613,none,-360,8192,-976,5,4,11,user1,26
2025-03-09 20:26:54.432790,none,-372,8199,-988,5,3,10,user1,26
2025-03-09 20:26:54.436816,none,-339,8199,-975,5,2,9,user1,26
2025-03-09 20:26:54.440898,none,-355,8225,-996,6,2,11,user1,26
2025-03-09 20:26:54.444930,none,-338,8231,-1003,8,4,10,user1,26
2025-03-09 20:26:54.449303,none,-348,8199,-987,10,3,10,user1,26
2025-03-09 20:26:54.453490,none,-345,8160,-1000,11,3,10,user1,26
2025-03-09 20:26:54.457526,none,-377,8158,-1004,9,3,9,user1,26
2025-03-09 20:26:54.461970,none,-359,8123,-1027,10,2,9,user1,26
2025-03-09 20:26:54.466436,none,-359,8120,-1053,5,1,6,user1,26
2025-03-09 20:26:54.470651,none,-369,8129,-1039,2,0,5,user1,26
2025-03-09 20:26:54.474682,none,-366,8142,-1025,-4,1,9,user1,26
2025-03-09 20:26:54.478712,none,-350,8108,-1048,-6,1,3,user1,26
2025-03-09 20:26:54.483230,none,-331,8168,-1039,-8,-2,4,user1,26
2025-03-09 20:26:54.487258,none,-329,8169,-1028,-8,0,5,user1,26
2025-03-09 20:26:54.491732,none,-327,8256,-1013,-8,1,8,user1,26
2025-03-09 20:26:54.495825,none,-345,8294,-1029,-2,1,7,user1,26
2025-03-09 20:26:54.499971,none,-342,8360,-979,12,1,14,user1,26
2025-03-09 20:26:54.504045,cross,-267,8669,-916,23,-1,29,user1,26
2025-03-09 20:26:54.508581,cross,-334,8234,-954,42,-5,56,user1,26
2025-03-09 20:26:54.512609,cross,-424,7834,-1071,22,5,8,user1,26
2025-03-09 20:26:54.516634,cross,-308,8103,-999,11,10,-17,user1,26
2025-03-09 20:26:54.520803,cross,-427,8123,-994,21,1,-16,user1,26
2025-03-09 20:26:54.524838,cross,-458,8047,-1044,21,1,-1,user1,26
2025-03-09 20:26:54.528868,cross,-421,8022,-1084,7,1,9,user1,26
2025-03-09 20:26:54.533254,cross,-325,8100,-1076,-8,3,15,user1,26
2025-03-09 20:26:54.537302,cross,-291,8114,-1049,-18,0,12,user1,26
2025-03-09 20:26:54.541812,cross,-312,8213,-1010,-13,0,16,user1,26
2025-03-09 20:26:54.545954,cross,-297,8231,-1009,-10,-1,14,user1,26
2025-03-09 20:26:54.549988,cross,-373,8247,-1020,-1,0,13,user1,26
2025-03-09 20:26:54.554019,cross,-373,8240,-1022,1,2,9,user1,26
2025-03-09 20:26:54.558053,cross,-343,8274,-1033,4,2,5,user1,26
2025-03-09 20:26:54.562605,cross,-358,8192,-1057,4,0,1,user1,26
2025-03-09 20:26:54.567055,cross,-365,8102,-1040,-3,-1,2,user1,26
2025-03-09 20:26:54.571291,cross,-379,8131,-990,-9,2,4,user1,26
2025-03-09 20:26:54.575996,cross,-344,8215,-1015,-12,0,7,user1,26
2025-03-09 20:26:54.580101,cross,-326,8223,-989,-10,-2,9,user1,26
2025-03-09 20:26:54.584494,cross,-333,8266,-939,-7,1,10,user1,26
2025-03-09 20:26:54.588554,cross,-369,8315,-926,-1,0,12,user1,26
2025-03-09 20:26:54.592661,cross,-355,8363,-938,5,1,15,user1,26
2025-03-09 20:26:54.596821,cross,-326,8312,-962,17,1,14,user1,26
2025-03-09 20:26:54.601162,cross,-334,8263,-939,25,0,14,user1,26
2025-03-09 20:26:54.605661,cross,-328,8232,-935,29,1,13,user1,26
2025-03-09 20:26:54.609694,cross,-358,8203,-978,28,-1,9,user1,26
2025-03-09 20:26:54.613726,cross,-340,8174,-1008,24,0,13,user1,26
2025-03-09 20:26:54.617828,cross,-338,8165,-997,19,1,15,user1,26
2025-03-09 20:26:54.622202,cross,-354,8168,-1011,15,1,13,user1,26
2025-03-09 20:26:54.626385,cross,-350,8170,-1007,15,-1,17,user1,26
2025-03-09 20:26:54.630417,cross,-343,8176,-1035,10,0,16,user1,26
2025-03-09 20:26:54.634448,cross,-342,8209,-1004,13,0,16,user1,26
2025-03-09 20:26:54.638960,cross,-332,8204,-1017,19,0,18,user1,26
2025-03-09 20:26:54.643483,cross,-367,8192,-1023,21,0,19,user1,26
2025-03-09 20:26:54.647515,cross,-338,8188,-1041,23,1,16,user1,26
2025-03-09 20:26:54.651556,cross,-350,8151,-1052,17,3,17,user1,26
2025-03-09 20:26:54.655717,cross,-355,8160,-1053,17,1,14,user1,26
2025-03-09 20:26:54.659751,cross,-355,8145,-1057,12,1,13,user1,26
2025-03-09 20:26:54.664056,cross,-335,8140,-1050,7,0,15,user1,26
2025-03-09 20:26:54.668588,cross,-334,8130,-1048,4,0,16,user1,26
2025-03-09 20:26:54.672720,cross,-345,8151,-1051,2,0,16,user1,26
2025-03-09 20:26:54.676787,cross,-354,8175,-994,0,-1,19,user1,26
2025-03-09 20:26:54.681110,cross,-366,8188,-1027,0,0,17,user1,26
2025-03-09 20:26:54.685273,cross,-368,8192,-1036,0,0,14,user1,26
2025-03-09 20:26:54.689307,none,-367,8174,-1038,-2,1,12,user1,26
2025-03-09 20:26:54.693621,none,-330,8207,-1042,-1,0,11,user1,26
2025-03-09 20:26:54.697647,none,-321,8199,-1045,0,1,10,user1,26
2025-03-09 20:26:54.701796,none,-346,8148,-1026,0,1,13,user1,26
2025-03-09 20:26:54.706368,none,-346,8081,-1035,-1,2,8,user1,26
2025-03-09 20:26:54.710395,none,-377,7966,-1060,-6,4,0,user1,26
2025-03-09 20:26:55.191948,none,-330,8227,-996,3,-2,6,user1,27
2025-03-09 20:26:55.195999,none,-328,8200,-956,3,0,4,user1,27
2025-03-09 20:26:55.200280,none,-330,8189,-956,5,1,4,user1,27
2025-03-09 20:26:55.204394,none,-327,8195,-953,4,2,3,user1,27
2025-03-09 20:26:55.208513,none,-333,8163,-962,2,3,4,user1,27
2025-03-09 20:26:55.212586,none,-329,8183,-977,0,3,7,user1,27
2025-03-09 20:26:55.217096,none,-338,8180,-973,2,4,9,user1,27
2025-03-09 20:26:55.221275,none,-350,8182,-989,3,5,9,user1,27
2025-03-09 20:26:55.225722,none,-369,8223,-989,3,5,10,user1,27
2025-03-09 20:26:55.229748,none,-355,8217,-979,5,3,10,user1,27
2025-03-09 20:26:55.233837,none,-364,8208,-989,3,4,10,user1,27
2025-03-09 20:26:55.237863,none,-353,8198,-1004,6,4,8,user1,27
2025-03-09 20:26:55.242273,none,-357,8193,-996,2,1,8,user1,27
2025-03-09 20:26:55.246319,none,-356,8184,-985,3,1,5,user1,27
2025-03-09 20:26:55.250795,none,-352,8179,-1031,3,2,9,user1,27
2025-03-09 20:26:55.255378,none,-376,8148,-1015,0,0,8,user1,27
2025-03-09 20:26:55.259924,none,-373,8154,-1023,-2,0,8,user1,27
2025-03-09 20:26:55.264379,none,-345,8133,-1000,-2,-2,6,user1,27
2025-03-09 20:26:55.268848,none,-345,8152,-987,-2,0,12,user1,27
2025-03-09 20:26:55.273366,none,-360,8192,-1001,-3,0,10,user1,27
2025-03-09 20:26:55.277420,none,-334,8211,-997,-1,3,10,user1,27
2025-03-09 20:26:55.282211,none,-351,8216,-1002,-3,-1,10,user1,27
2025-03-09 20:26:55.286719,none,-388,8224,-969,0,0,10,user1,27
2025-03-09 20:26:55.290874,none,-356,8236,-983,3,0,8,user1,27
2025-03-09 20:26:55.294979,none,-355,8214,-968,1,1,9,user1,27
2025-03-09 20:26:55.299499,none,-366,8196,-990,2,2,7,user1,27
2025-03-09 20:26:55.303911,none,-360,8195,-982,4,3,3,user1,27
2025-03-09 20:26:55.307937,none,-359,8191,-1002,3,3,4,user1,27
2025-03-09 20:26:55.312073,none,-345,8209,-991,2,4,5,user1,27
2025-03-09 20:26:55.316140,none,-392,8183,-1003,2,5,8,user1,27
2025-03-09 20:26:55.320165,none,-387,8183,-1006,2,4,5,user1,27
2025-03-09 20:26:55.324191,none,-357,8178,-1001,4,4,5,user1,27
2025-03-09 20:26:55.328244,none,-371,8188,-1025,5,7,5,user1,27
2025-03-09 20:26:55.332729,none,-345,8158,-1015,5,7,6,user1,27
2025-03-09 20:26:55.336853,none,-347,8195,-1016,3,5,5,user1,27
2025-03-09 20:26:55.340969,none,-361,8178,-1004,3,3,3,user1,27
2025-03-09 20:26:55.344996,none,-358,8184,-1033,1,3,3,user1,27
2025-03-09 20:26:55.349019,none,-355,8174,-1007,2,2,3,user1,27
2025-03-09 20:26:55.353089,none,-345,8187,-1011,0,2,3,user1,27
2025-03-09 20:26:55.357112,none,-351,8158,-990,1,1,-1,user1,27
2025-03-09 20:26:55.361263,none,-385,8169,-991,-1,0,-1,user1,27
2025-03-09 20:26:55.365792,none,-366,8170,-984,-1,0,-2,user1,27
2025-03-09 20:26:55.369881,none,-336,8176,-990,-5,2,-2,user1,27
2025-03-09 20:26:55.374020,none,-347,8183,-968,-3,2,2,user1,27
2025-03-09 20:26:55.378044,none,-326,8218,-985,-4,2,1,user1,27
2025-03-09 20:26:55.382075,none,-370,8179,-966,-3,2,4,user1,27
2025-03-09 20:26:55.386632,none,-349,8219,-957,0,2,6,user1,27
2025-03-09 20:26:55.390836,none,-361,8217,-962,0,1,7,user1,27
2025-03-09 20:26:55.394971,none,-348,8233,-955,2,0,12,user1,27
2025-03-09 20:26:55.399492,none,-351,8309,-971,7,2,12,user1,27
2025-03-09 20:26:55.404013,cross,-502,7750,-982,26,-3,48,user1,27
2025-03-09 20:26:55.408046,cross,-367,8002,-1039,0,10,-7,user1,27
2025-03-09 20:26:55.412092,cross,-292,8197,-959,-2,7,-16,user1,27
2025-03-09 20:26:55.416140,cross,-420,8181,-962,6,4,-13,user1,27
2025-03-09 20:26:55.420546,cross,-400,8097,-1022,8,3,3,user1,27
2025-03-09 20:26:55.424653,cross,-367,8084,-1071,-2,3,8,user1,27
2025-03-09 20:26:55.428685,cross,-357,8139,-1038,-13,4,11,user1,27
2025-03-09 20:26:55.432770,cross,-321,8139,-1005,-24,3,11,user1,27
2025-03-09 20:26:55.437264,cross,-317,8170,-993,-20,1,8,user1,27
2025-03-09 20:26:55.441331,cross,-300,8182,-1016,-12,2,5,user1,27
2025-03-09 20:26:55.445476,cross,-378,8232,-1008,-9,2,3,user1,27
2025-03-09 20:26:55.449942,cross,-367,8248,-1014,-3,2,-1,user1,27
2025-03-09 20:26:55.453973,cross,-356,8242,-1047,-6,2,-6,user1,27
2025-03-09 20:26:55.458004,cross,-340,8216,-1017,-8,-2,0,user1,27
2025-03-09 20:26:55.462180,cross,-373,8247,-1026,-10,0,0,user1,27
2025-03-09 20:26:55.466522,cross,-343,8264,-1000,-7,-1,6,user1,27
2025-03-09 20:26:55.471013,cross,-304,8296,-960,-3,-3,12,user1,27
2025-03-09 20:26:55.475041,cross,-286,8291,-971,6,-5,10,user1,27
2025-03-09 20:26:55.479074,cross,-310,8248,-964,11,-4,14,user1,27
2025-03-09 20:26:55.483609,cross,-347,8246,-971,16,-2,15,user1,27
2025-03-09 20:26:55.487979,cross,-322,8298,-949,24,1,20,user1,27
2025-03-09 20:26:55.492314,cross,-334,8313,-965,29,-1,21,user1,27
2025-03-09 20:26:55.496776,cross,-353,8286,-938,36,-2,21,user1,27
2025-03-09 20:26:55.501130,cross,-396,8248,-944,38,0,28,user1,27
2025-03-09 20:26:55.505534,cross,-363,8243,-982,43,-2,31,user1,27
2025-03-09 20:26:55.509631,cross,-369,8234,-953,42,-3,29,user1,27
2025-03-09 20:26:55.513663,cross,-338,8175,-966,43,-2,28,user1,27
2025-03-09 20:26:55.517688,cross,-330,8130,-1023,42,-3,28,user1,27
2025-03-09 20:26:55.521829,cross,-329,8096,-994,38,-2,26,user1,27
2025-03-09 20:26:55.526172,cross,-349,8107,-1060,30,-1,24,user1,27
2025-03-09 20:26:55.530627,cross,-376,8107,-1054,22,2,26,user1,27
2025-03-09 20:26:55.534978,cross,-355,8086,-1006,18,0,21,user1,27
2025-03-09 20:26:55.539297,cross,-329,8121,-1030,14,2,24,user1,27
2025-03-09 20:26:55.543326,cross,-329,8194,-1063,11,0,21,user1,27
2025-03-09 20:26:55.547885,none,-352,8218,-1064,7,-5,26,user1,27
2025-03-09 20:26:55.552355,none,-358,8222,-1020,9,-3,27,user1,27
2025-03-09 20:26:55.556625,none,-357,8217,-1035,11,-3,25,user1,27
2025-03-09 20:26:55.560656,none,-356,8209,-1011,12,0,21,user1,27
2025-03-09 20:26:55.564686,none,-346,8201,-1015,10,-4,20,user1,27
2025-03-09 20:26:55.569135,none,-368,8153,-1012,9,-4,16,user1,27
2025-03-09 20:26:55.573164,none,-350,8093,-1039,4,0,11,user1,27
2025-03-09 20:26:55.577631,none,-378,7966,-1074,1,1,3,user1,27
2025-03-09 20:26:55.581752,none,-419,7840,-1086,-13,6,-23,user1,27
2025-03-09 20:26:55.586342,none,-376,8304,-1095,-17,12,-23,user1,27
2025-03-09 20:26:55.590379,none,-284,8455,-1014,-15,3,24,user1,27
2025-03-09 20:26:55.594472,none,-271,8376,-929,-7,-2,48,user1,27
2025-03-09 20:26:55.599000,none,-347,8221,-925,-5,-2,40,user1,27
2025-03-09 20:26:55.603125,none,-324,8248,-939,-1,-1,19,user1,27
2025-03-09 20:26:55.607267,none,-313,8246,-922,12,1,2,user1,27
2025-03-09 20:26:55.611346,none,-364,8194,-976,27,-1,-3,user1,27
2025-03-09 20:26:56.138355,none,-351,8185,-1009,8,3,11,user1,28
2025-03-09 20:26:56.142470,none,-366,8143,-971,9,5,7,user1,28
2025-03-09 20:26:56.146825,none,-372,8156,-1006,7,2,6,user1,28
2025-03-09 20:26:56.151349,none,-372,8119,-987,1,2,5,user1,28
2025-03-09 20:26:56.155647,none,-349,8132,-979,-1,1,6,user1,28
2025-03-09 20:26:56.159681,none,-347,8153,-999,-3,2,6,user1,28
2025-03-09 20:26:56.164126,none,-326,8182,-1010,-7,0,8,user1,28
2025-03-09 20:26:56.168154,none,-352,8185,-986,-3,2,9,user1,28
2025-03-09 20:26:56.172437,none,-378,8172,-975,-2,2,10,user1,28
2025-03-09 20:26:56.176623,none,-376,8203,-964,-1,2,7,user1,28
2025-03-09 20:26:56.181008,none,-359,8192,-973,-1,3,7,user1,28
2025-03-09 20:26:56.185038,none,-369,8219,-1003,-2,1,6,user1,28
2025-03-09 20:26:56.189130,none,-368,8201,-989,-1,0,8,user1,28
2025-03-09 20:26:56.193229,none,-348,8220,-1014,1,-1,5,user1,28
2025-03-09 20:26:56.197559,none,-348,8221,-978,-2,-1,4,user1,28
2025-03-09 20:26:56.202020,none,-343,8204,-986,0,0,3,user1,28
2025-03-09 20:26:56.206056,none,-331,8228,-992,0,0,6,user1,28
2025-03-09 20:26:56.210088,none,-348,8196,-999,4,0,5,user1,28
2025-03-09 20:26:56.214112,none,-359,8219,-1000,4,0,5,user1,28
2025-03-09 20:26:56.218625,none,-347,8202,-1010,2,0,8,user1,28
2025-03-09 20:26:56.222967,none,-350,8171,-1018,1,0,6,user1,28
2025-03-09 20:26:56.226997,none,-364,8181,-1033,2,1,7,user1,28
2025-03-09 20:26:56.231412,none,-339,8164,-1009,-1,2,2,user1,28
2025-03-09 20:26:56.235945,none,-362,8166,-1031,-4,1,7,user1,28
2025-03-09 20:26:56.240000,none,-322,8191,-1057,-4,0,3,user1,28
2025-03-09 20:26:56.244439,none,-384,8151,-1008,-6,0,4,user1,28
2025-03-09 20:26:56.248470,none,-364,8202,-1055,-5,1,2,user1,28
2025-03-09 20:26:56.252545,none,-355,8199,-1023,-8,0,5,user1,28
2025-03-09 20:26:56.256996,none,-363,8225,-1017,-3,2,3,user1,28
2025-03-09 20:26:56.261093,none,-353,8211,-1011,-4,0,5,user1,28
2025-03-09 20:26:56.265503,none,-347,8167,-1017,0,1,2,user1,28
2025-03-09 20:26:56.269797,none,-348,8203,-991,1,2,0,user1,28
2025-03-09 20:26:56.273943,none,-347,8235,-1010,5,3,5,user1,28
2025-03-09 20:26:56.277974,none,-344,8207,-990,5,3,3,user1,28
2025-03-09 20:26:56.282331,none,-349,8212,-989,6,2,2,user1,28
2025-03-09 20:26:56.286858,none,-337,8190,-979,2,0,4,user1,28
2025-03-09 20:26:56.291338,none,-349,8201,-990,2,2,5,user1,28
2025-03-09 20:26:56.295912,none,-343,8194,-1013,2,2,3,user1,28
2025-03-09 20:26:56.299945,none,-351,8195,-991,5,2,2,user1,28
2025-03-09 20:26:56.303973,none,-360,8187,-1024,5,0,0,user1,28
2025-03-09 20:26:56.308002,none,-358,8188,-983,5,0,-3,user1,28
2025-03-09 20:26:56.312518,none,-376,8163,-994,3,1,-3,user1,28
2025-03-09 20:26:56.316819,none,-373,8197,-993,3,0,-3,user1,28
2025-03-09 20:26:56.321225,none,-389,8140,-1018,6,0,-2,user1,28
2025-03-09 20:26:56.325733,none,-368,8144,-992,0,-1,-4,user1,28
2025-03-09 20:26:56.329825,none,-361,8188,-1026,0,0,-1,user1,28
2025-03-09 20:26:56.333857,none,-376,8202,-993,-3,1,1,user1,28
2025-03-09 20:26:56.337888,none,-358,8213,-1008,-6,1,3,user1,28
2025-03-09 20:26:56.342417,none,-366,8249,-992,-4,0,9,user1,28
2025-03-09 20:26:56.346820,none,-345,8391,-959,1,0,15,user1,28
2025-03-09 20:26:56.351350,cross,-273,8746,-908,16,-6,48,user1,28
2025-03-09 20:26:56.355672,cross,-403,7767,-1048,21,-1,34,user1,28
2025-03-09 20:26:56.360181,cross,-347,8195,-948,2,10,-22,user1,28
2025-03-09 20:26:56.364523,cross,-431,8191,-971,15,3,-13,user1,28
2025-03-09 20:26:56.369023,cross,-435,8069,-1068,12,3,2,user1,28
2025-03-09 20:26:56.373420,cross,-370,8097,-1118,0,5,11,user1,28
2025-03-09 20:26:56.377469,cross,-299,8148,-1060,-15,1,10,user1,28
2025-03-09 20:26:56.381720,cross,-328,8218,-985,-18,0,10,user1,28
2025-03-09 20:26:56.386315,cross,-337,8213,-985,-13,-3,10,user1,28
2025-03-09 20:26:56.390354,cross,-349,8207,-1012,-4,-1,8,user1,28
2025-03-09 20:26:56.394842,cross,-367,8239,-1013,2,1,7,user1,28
2025-03-09 20:26:56.399358,cross,-388,8217,-1036,5,0,6,user1,28
2025-03-09 20:26:56.403620,cross,-368,8249,-1033,8,-1,0,user1,28
2025-03-09 20:26:56.408095,cross,-376,8175,-986,1,0,5,user1,28
2025-03-09 20:26:56.412135,cross,-362,8180,-960,0,4,11,user1,28
2025-03-09 20:26:56.416228,cross,-350,8245,-1009,4,2,13,user1,28
2025-03-09 20:26:56.420259,cross,-319,8229,-997,6,1,13,user1,28
2025-03-09 20:26:56.424531,cross,-332,8213,-999,7,3,13,user1,28
2025-03-09 20:26:56.429044,cross,-344,8215,-989,11,5,13,user1,28
2025-03-09 20:26:56.433378,cross,-311,8242,-983,12,7,15,user1,28
2025-03-09 20:26:56.437897,cross,-341,8251,-1020,15,5,18,user1,28
2025-03-09 20:26:56.442032,cross,-377,8212,-996,20,4,17,user1,28
2025-03-09 20:26:56.446544,cross,-340,8193,-1004,22,3,19,user1,28
2025-03-09 20:26:56.450664,cross,-363,8174,-1009,20,3,20,user1,28
2025-03-09 20:26:56.454857,cross,-332,8200,-1015,19,2,23,user1,28
2025-03-09 20:26:56.459387,cross,-348,8209,-986,18,2,22,user1,28
2025-03-09 20:26:56.463497,cross,-351,8177,-987,16,0,25,user1,28
2025-03-09 20:26:56.468441,cross,-352,8166,-1039,13,-2,18,user1,28
2025-03-09 20:26:56.472567,cross,-349,8175,-1064,11,-2,23,user1,28
2025-03-09 20:26:56.477101,cross,-339,8180,-1048,15,-3,23,user1,28
2025-03-09 20:26:56.481380,cross,-327,8191,-1037,12,-3,20,user1,28
2025-03-09 20:26:56.485501,cross,-337,8188,-1038,11,-3,22,user1,28
2025-03-09 20:26:56.490000,cross,-338,8170,-1052,8,-4,21,user1,28
2025-03-09 20:26:56.494029,cross,-326,8182,-1037,6,-5,23,user1,28
2025-03-09 20:26:56.498058,cross,-332,8189,-1020,4,-3,21,user1,28
2025-03-09 20:26:56.502287,cross,-339,8221,-991,5,0,22,user1,28
2025-03-09 20:26:56.506402,cross,-365,8202,-1016,5,-4,20,user1,28
2025-03-09 20:26:56.510717,cross,-367,8169,-1031,5,0,17,user1,28
2025-03-09 20:26:56.514743,none,-353,8158,-987,6,2,17,user1,28
2025-03-09 20:26:56.518770,none,-331,8174,-993,5,4,14,user1,28
2025-03-09 20:26:56.522885,none,-336,8157,-984,1,4,15,user1,28
2025-03-09 20:26:56.526910,none,-338,8023,-1028,0,7,8,user1,28
2025-03-09 20:26:56.531245,none,-405,7687,-1069,-9,7,-12,user1,28
2025-03-09 20:26:56.535840,none,-293,8563,-1000,-18,3,14,user1,28
2025-03-09 20:26:56.540374,none,-294,8529,-926,0,-7,50,user1,28
2025-03-09 20:26:56.544401,none,-378,8250,-973,8,-5,50,user1,28
2025-03-09 20:26:56.548730,none,-344,8193,-1005,4,-2,31,user1,28
2025-03-09 20:26:56.552826,none,-322,8255,-968,9,0,8,user1,28
2025-03-09 20:26:56.557214,none,-373,8217,-977,19,0,-2,user1,28
2025-03-09 20:26:56.561709,none,-419,8170,-1027,27,1,-5,user1,28
2025-03-09 20:26:56.966811,none,-396,8186,-990,1,-2,6,user1,29
2025-03-09 20:26:56.971235,none,-359,8196,-992,2,0,8,user1,29
2025-03-09 20:26:56.975829,none,-348,8218,-1025,1,1,10,user1,29
2025-03-09 20:26:56.980362,none,-341,8203,-997,3,0,10,user1,29
2025-03-09 20:26:56.984411,none,-355,8195,-979,7,0,10,user1,29
2025-03-09 20:26:56.988510,none,-349,8194,-1004,7,1,11,user1,29
2025-03-09 20:26:56.992935,none,-305,8187,-1004,5,3,9,user1,29
2025-03-09 20:26:56.996962,none,-344,8213,-1003,3,3,7,user1,29
2025-03-09 20:26:57.001191,none,-359,8180,-994,2,6,5,user1,29
2025-03-09 20:26:57.005261,none,-352,8192,-1004,0,4,5,user1,29
2025-03-09 20:26:57.009726,none,-351,8192,-1036,0,4,3,user1,29
2025-03-09 20:26:57.013762,none,-346,8163,-1034,-3,5,5,user1,29
2025-03-09 20:26:57.018193,none,-341,8177,-1010,-5,4,3,user1,29
2025-03-09 20:26:57.022418,none,-341,8212,-1044,0,3,3,user1,29
2025-03-09 20:26:57.026795,none,-339,8210,-1040,1,3,6,user1,29
2025-03-09 20:26:57.031194,none,-375,8194,-1051,1,0,8,user1,29
2025-03-09 20:26:57.035818,none,-370,8191,-1034,2,0,8,user1,29
2025-03-09 20:26:57.039963,none,-354,8168,-1043,2,0,7,user1,29
2025-03-09 20:26:57.043990,none,-350,8148,-1024,2,-1,4,user1,29
2025-03-09 20:26:57.048020,none,-349,8185,-1025,0,-1,4,user1,29
2025-03-09 20:26:57.052271,none,-364,8161,-1022,-2,0,5,user1,29
2025-03-09 20:26:57.056579,none,-352,8175,-993,-7,0,4,user1,29
2025-03-09 20:26:57.060630,none,-337,8192,-1020,-7,0,3,user1,29
2025-03-09 20:26:57.064823,none,-344,8178,-959,-7,0,5,user1,29
2025-03-09 20:26:57.069187,none,-341,8173,-982,-7,0,6,user1,29
2025-03-09 20:26:57.073413,none,-335,8219,-985,-5,2,7,user1,29
2025-03-09 20:26:57.077724,none,-325,8216,-988,-6,0,8,user1,29
2025-03-09 20:26:57.082282,none,-328,8210,-1002,-3,-2,5,user1,29
2025-03-09 20:26:57.086706,none,-347,8203,-1009,-4,0,6,user1,29
2025-03-09 20:26:57.091287,none,-353,8181,-1006,-4,1,8,user1,29
2025-03-09 20:26:57.095437,none,-365,8164,-998,-2,0,4,user1,29
2025-03-09 20:26:57.099826,none,-358,8194,-1009,-7,2,4,user1,29
2025-03-09 20:26:57.104360,none,-355,8173,-988,-6,3,2,user1,29
2025-03-09 20:26:57.108884,none,-372,8194,-1001,-4,3,0,user1,29
2025-03-09 20:26:57.113185,none,-363,8159,-992,-7,1,4,user1,29
2025-03-09 20:26:57.117377,none,-347,8207,-983,-9,3,1,user1,29
2025-03-09 20:26:57.121905,none,-361,8230,-1006,-5,1,0,user1,29
2025-03-09 20:26:57.126417,none,-365,8208,-994,-3,0,2,user1,29
2025-03-09 20:26:57.130450,none,-374,8220,-974,-1,2,4,user1,29
2025-03-09 20:26:57.134480,none,-355,8222,-987,2,1,0,user1,29
2025-03-09 20:26:57.138545,none,-365,8223,-991,0,1,1,user1,29
2025-03-09 20:26:57.142835,none,-367,8202,-1011,2,2,-2,user1,29
2025-03-09 20:26:57.146923,none,-353,8159,-1008,1,1,0,user1,29
2025-03-09 20:26:57.151076,none,-352,8167,-995,0,5,-3,user1,29
2025-03-09 20:26:57.155612,none,-363,8158,-1017,0,3,-2,user1,29
2025-03-09 20:26:57.159651,none,-372,8161,-1019,-2,4,-1,user1,29
2025-03-09 20:26:57.163872,none,-359,8137,-1004,-9,4,-4,user1,29
2025-03-09 20:26:57.168242,none,-338,8151,-1006,-12,4,0,user1,29
