timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id,audio_file,group_index
2025-03-27 13:03:45.954515,none,-147,8094,-2465,-31,22,-10,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.959662,none,-138,8136,-2441,-18,26,-9,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.964694,none,-145,8080,-2456,2,35,-12,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.969733,none,-152,7994,-2443,5,39,-10,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.974767,none,-157,7974,-2445,7,42,-12,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.979795,none,-159,7925,-2404,14,41,-11,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.984826,none,-182,7934,-2482,16,51,-11,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.989848,none,-194,7888,-2484,16,54,-10,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.994870,none,-193,7890,-2531,10,56,-11,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:45.999891,none,-138,7845,-2529,9,55,-11,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:46.004909,none,-138,7839,-2546,-4,52,-9,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:46.009937,none,-94,7851,-2551,-8,49,-8,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:46.014963,none,-103,7899,-2530,-7,45,-5,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
2025-03-27 13:03:46.020018,none,-141,7901,-2507,-6,42,-7,user1_non-haptic,audio_user1_non-haptic_20250327_130345.wav,0
