timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id,audio_file
2025-04-20T17:55:19.994908,none,-760,7146,-3833,0,-4,4,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.000079,none,-747,7215,-3841,0,-6,13,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.010769,none,-725,7214,-3867,1,-8,14,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.015801,none,-764,7232,-3896,-3,-10,15,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.020820,none,-734,7251,-3869,-7,-10,18,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.025832,none,-726,7311,-3860,-7,-13,25,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.030846,none,-717,7430,-3832,-2,-11,24,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.035462,none,-701,7391,-3851,1,-10,25,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.040478,none,-714,7386,-3875,1,-10,23,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.045494,none,-718,7380,-3881,1,-7,23,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.050514,none,-729,7373,-3875,1,-6,19,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.055528,none,-711,7425,-3858,0,-2,12,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.060550,none,-732,7449,-3834,2,0,10,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.065582,none,-713,7489,-3830,11,1,11,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.070603,none,-709,7369,-3881,18,10,2,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.075619,none,-670,7386,-3859,18,9,6,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.080640,none,-684,7376,-3884,24,10,3,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.085656,none,-673,7313,-3876,25,10,5,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.090675,none,-685,7273,-3914,23,13,2,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.095091,none,-665,7243,-3895,24,11,1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.100193,none,-659,7219,-3897,24,10,-1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.105225,none,-646,7209,-3881,23,10,3,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.110252,none,-626,7208,-3888,22,8,4,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.115270,none,-653,7218,-3912,18,4,7,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.120281,none,-651,7225,-3878,19,2,8,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.125300,none,-648,7242,-3877,17,0,12,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.130326,none,-654,7234,-3865,18,-2,16,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.135354,none,-683,7262,-3816,19,-5,13,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.140379,none,-657,7256,-3819,21,-9,18,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.145399,none,-665,7239,-3858,24,-11,18,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.150265,none,-656,7219,-3847,24,-10,15,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.155061,none,-610,7197,-3866,27,-13,14,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.159817,none,-662,7221,-3876,26,-12,15,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.164846,none,-654,7211,-3865,24,-10,9,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.169341,none,-644,7187,-3881,21,-12,9,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.174369,none,-670,7175,-3910,18,-9,7,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.179394,none,-691,7196,-3873,15,-11,5,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.184421,none,-694,7194,-3893,13,-9,4,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.189447,none,-707,7225,-3901,11,-10,-1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.194466,none,-716,7233,-3905,10,-8,-4,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.199694,none,-709,7286,-3907,6,-9,-1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.204755,none,-685,7319,-3941,5,-8,0,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.209834,none,-652,7286,-3945,5,-7,2,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.214875,none,-706,7336,-3923,6,-6,8,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.219901,none,-716,7392,-3911,7,-3,7,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.224932,none,-739,7337,-3915,7,0,10,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.229961,none,-732,7370,-3890,7,0,8,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.234996,none,-723,7348,-3858,8,7,5,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.240071,none,-748,7331,-3839,10,6,1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.244161,none,-756,7335,-3823,10,9,-1,user1,user1_20250420_175517.wav
2025-04-20T17:55:20.249232,none,-750,7328,-3816,15,12,-5,user1,user1_20250420_175517.wav
