timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id
2025-03-10T10:05:04.587042,none,0,0,0,0,0,0,user1
2025-03-10T10:05:04.592105,none,517,8158,-1063,3,2,5,user1
2025-03-10T10:05:04.597124,none,507,8124,-1081,3,2,7,user1
2025-03-10T10:05:04.602149,none,524,8125,-1034,1,2,6,user1
2025-03-10T10:05:04.607176,none,531,8145,-1017,-1,3,7,user1
2025-03-10T10:05:04.612104,none,520,8108,-1033,-2,2,6,user1
2025-03-10T10:05:04.617123,none,505,8135,-1010,-2,3,3,user1
2025-03-10T10:05:04.622144,none,517,8160,-1006,-2,2,5,user1
2025-03-10T10:05:04.626190,none,516,8119,-1029,-3,2,4,user1
2025-03-10T10:05:04.631150,none,507,8147,-1043,-6,3,3,user1
2025-03-10T10:05:04.636178,none,517,8124,-1032,-6,6,5,user1
2025-03-10T10:05:04.641206,none,517,8105,-1010,-9,5,3,user1
2025-03-10T10:05:04.645585,none,531,8143,-1020,-12,5,3,user1
2025-03-10T10:05:04.650603,none,523,8126,-1031,-13,7,4,user1
2025-03-10T10:05:04.655622,none,535,8149,-1034,-15,5,5,user1
2025-03-10T10:05:04.660647,none,548,8159,-1013,-16,9,6,user1
2025-03-10T10:05:04.665669,none,558,8144,-1012,-14,8,7,user1
2025-03-10T10:05:04.670685,none,534,8165,-1008,-14,8,8,user1
2025-03-10T10:05:04.675700,none,530,8191,-1010,-12,8,9,user1
2025-03-10T10:05:04.680722,none,530,8193,-981,-9,9,10,user1
2025-03-10T10:05:04.685865,none,521,8178,-990,-8,8,10,user1
2025-03-10T10:05:04.690511,none,537,8199,-1002,-4,5,13,user1
2025-03-10T10:05:04.695566,none,524,8170,-987,-2,5,10,user1
2025-03-10T10:05:04.700591,none,537,8165,-997,0,6,10,user1
2025-03-10T10:05:04.705613,none,505,8179,-990,0,5,7,user1
2025-03-10T10:05:04.710627,none,519,8156,-958,2,4,8,user1
2025-03-10T10:05:04.715643,none,540,8160,-966,0,3,6,user1
2025-03-10T10:05:04.720665,none,531,8138,-955,1,3,6,user1
2025-03-10T10:05:04.725313,none,550,8161,-948,2,3,3,user1
2025-03-10T10:05:04.730348,none,534,8141,-965,-1,4,2,user1
2025-03-10T10:05:04.735370,none,535,8162,-962,2,4,1,user1
2025-03-10T10:05:04.740400,none,532,8161,-942,4,3,0,user1
2025-03-10T10:05:04.745430,none,501,8181,-966,0,2,-1,user1
2025-03-10T10:05:04.750457,none,521,8172,-964,-2,1,0,user1
2025-03-10T10:05:04.755479,none,541,8146,-959,0,5,0,user1
2025-03-10T10:05:04.759706,none,547,8166,-964,-2,3,0,user1
2025-03-10T10:05:04.764482,none,548,8197,-977,-2,4,1,user1
2025-03-10T10:05:04.769507,none,531,8144,-988,0,5,0,user1
2025-03-10T10:05:04.774523,none,557,8164,-976,-1,5,-1,user1
2025-03-10T10:05:04.778913,none,560,8170,-968,1,6,0,user1
2025-03-10T10:05:04.784031,none,552,8178,-976,0,3,0,user1
2025-03-10T10:05:04.789052,none,523,8172,-974,0,2,1,user1
2025-03-10T10:05:04.794078,none,536,8164,-1005,1,4,1,user1
2025-03-10T10:05:04.798841,none,535,8139,-985,3,3,0,user1
2025-03-10T10:05:04.803905,none,563,8155,-982,2,4,4,user1
2025-03-10T10:05:04.808961,none,548,8164,-988,7,3,5,user1
2025-03-10T10:05:04.814003,none,548,8140,-1016,6,3,6,user1
2025-03-10T10:05:04.820333,none,568,8147,-1015,4,1,7,user1
2025-03-10T10:05:04.825394,none,584,8173,-1011,5,0,8,user1
2025-03-10T10:05:04.830438,none,546,8146,-1024,6,0,7,user1
2025-03-10T10:05:04.835477,none,538,8137,-1028,6,-1,7,user1
2025-03-10T10:05:04.840542,none,533,8142,-1011,5,3,9,user1
2025-03-10T10:05:04.845564,none,568,8162,-1036,6,1,10,user1
2025-03-10T10:05:04.850581,none,564,8126,-1022,6,0,6,user1
2025-03-10T10:05:04.855595,none,545,8110,-1023,4,1,12,user1
2025-03-10T10:05:04.860608,none,544,8149,-991,4,-1,11,user1
2025-03-10T10:05:04.865627,none,516,8148,-996,3,0,10,user1
2025-03-10T10:05:04.870635,none,549,8106,-1008,2,1,12,user1
2025-03-10T10:05:04.875588,none,537,8128,-1024,2,2,9,user1
2025-03-10T10:05:04.880614,none,512,8136,-998,0,0,8,user1
2025-03-10T10:05:04.885777,none,503,8157,-996,0,-1,8,user1
2025-03-10T10:05:04.890799,none,525,8163,-969,-1,0,11,user1
2025-03-10T10:05:04.895817,none,506,8136,-967,0,0,13,user1
2025-03-10T10:05:04.900841,none,505,8177,-991,-1,0,9,user1
2025-03-10T10:05:04.905866,none,561,8185,-953,-1,5,6,user1
2025-03-10T10:05:04.910881,none,532,8203,-943,0,1,4,user1
2025-03-10T10:05:04.915889,none,512,8185,-960,1,1,6,user1
2025-03-10T10:05:04.920905,none,550,8163,-978,1,2,6,user1
2025-03-10T10:05:04.925930,none,534,8156,-984,0,2,3,user1
2025-03-10T10:05:04.930944,none,568,8208,-986,1,2,5,user1
2025-03-10T10:05:04.935953,none,555,8217,-962,4,1,6,user1
2025-03-10T10:05:04.940959,none,550,8196,-964,6,2,3,user1
2025-03-10T10:05:04.945965,none,524,8169,-951,7,3,1,user1
2025-03-10T10:05:04.950972,none,548,8156,-986,5,2,4,user1
2025-03-10T10:05:04.955979,none,535,8126,-999,6,4,2,user1
2025-03-10T10:05:04.960986,none,537,8152,-974,4,5,3,user1
2025-03-10T10:05:04.965993,none,522,8096,-1000,5,2,2,user1
2025-03-10T10:05:04.970999,none,495,8136,-1022,1,5,3,user1
2025-03-10T10:05:04.976020,none,525,8140,-1015,2,4,5,user1
2025-03-10T10:05:04.981061,none,522,8135,-1024,1,2,3,user1
2025-03-10T10:05:04.986149,none,517,8145,-1034,0,2,6,user1
2025-03-10T10:05:04.991179,none,520,8146,-1024,1,3,8,user1
2025-03-10T10:05:04.996202,none,527,8126,-1031,-2,5,7,user1
2025-03-10T10:05:05.001229,none,532,8126,-1034,-2,3,7,user1
2025-03-10T10:05:05.006252,none,526,8136,-1013,-2,3,5,user1
2025-03-10T10:05:05.011274,none,524,8183,-1021,-3,4,7,user1
2025-03-10T10:05:05.016298,none,545,8209,-986,0,2,10,user1
2025-03-10T10:05:05.021319,none,542,8178,-996,0,4,10,user1
2025-03-10T10:05:05.026341,none,531,8216,-1014,1,4,10,user1
2025-03-10T10:05:05.031367,none,571,8185,-1022,5,4,3,user1
2025-03-10T10:05:05.036389,none,535,8172,-1019,5,2,5,user1
2025-03-10T10:05:05.041410,none,510,8168,-1000,6,3,2,user1
2025-03-10T10:05:05.046433,none,520,8173,-997,5,2,3,user1
2025-03-10T10:05:05.051455,none,524,8138,-994,7,1,5,user1
2025-03-10T10:05:05.056475,none,516,8147,-989,4,1,4,user1
2025-03-10T10:05:05.061497,none,530,8158,-1003,6,1,7,user1
2025-03-10T10:05:05.066518,none,530,8118,-1009,6,0,7,user1
2025-03-10T10:05:05.071539,none,523,8110,-1022,1,0,7,user1
2025-03-10T10:05:05.076560,none,511,8120,-1022,2,0,11,user1
2025-03-10T10:05:05.081581,none,537,8140,-1012,0,-1,11,user1
2025-03-10T10:05:05.086678,none,530,8131,-1018,-1,1,13,user1
2025-03-10T10:05:05.091733,none,518,8160,-1004,-3,0,11,user1
2025-03-10T10:05:05.096747,none,538,8174,-983,-3,0,11,user1
2025-03-10T10:05:05.101766,none,543,8187,-985,-3,0,13,user1
2025-03-10T10:05:05.106783,none,551,8199,-965,1,0,14,user1
2025-03-10T10:05:05.111794,none,548,8184,-989,3,0,11,user1
2025-03-10T10:05:05.116813,none,541,8192,-996,3,0,10,user1
2025-03-10T10:05:05.121835,none,554,8193,-1026,1,1,11,user1
2025-03-10T10:05:05.126850,none,549,8143,-984,1,1,9,user1
2025-03-10T10:05:05.131860,none,538,8152,-978,2,1,6,user1
