timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id
2025-03-09T20:24:06.062223,none,-134,8137,1109,3,2,7,user1
2025-03-09T20:24:06.066581,none,-166,8128,1095,2,2,10,user1
2025-03-09T20:24:06.070640,none,-152,8135,1095,4,2,6,user1
2025-03-09T20:24:06.074705,none,-130,8145,1082,0,2,8,user1
2025-03-09T20:24:06.079207,none,-139,8121,1076,0,0,9,user1
2025-03-09T20:24:06.083462,none,-164,8129,1092,2,1,8,user1
2025-03-09T20:24:06.087622,none,-167,8131,1085,0,2,6,user1
2025-03-09T20:24:06.092214,none,-168,8133,1116,2,2,5,user1
2025-03-09T20:24:06.096254,none,-161,8143,1075,3,3,5,user1
2025-03-09T20:24:06.100511,none,-161,8138,1090,3,0,7,user1
2025-03-09T20:24:06.104576,none,-142,8144,1108,1,2,7,user1
2025-03-09T20:24:06.109086,none,-161,8157,1088,2,2,8,user1
2025-03-09T20:24:06.113344,none,-166,8136,1085,0,1,6,user1
2025-03-09T20:24:06.117380,none,-157,8131,1091,0,1,7,user1
2025-03-09T20:24:06.122112,none,-136,8135,1090,2,1,6,user1
2025-03-09T20:24:06.126453,none,-144,8149,1114,0,1,6,user1
2025-03-09T20:24:06.130899,none,-148,8156,1081,2,2,8,user1
2025-03-09T20:24:06.135072,none,-154,8141,1090,3,1,8,user1
2025-03-09T20:24:06.139604,none,-177,8138,1076,2,1,8,user1
2025-03-09T20:24:06.143861,none,-156,8140,1065,1,1,8,user1
2025-03-09T20:24:06.156286,none,-144,8106,1110,2,1,6,user1
2025-03-09T20:24:06.160438,none,-153,8160,1091,0,2,6,user1
2025-03-09T20:24:06.164786,none,-164,8165,1087,2,1,6,user1
2025-03-09T20:24:06.168822,none,-165,8152,1095,3,4,10,user1
2025-03-09T20:24:06.172848,none,-168,8127,1076,3,0,7,user1
2025-03-09T20:24:06.176900,none,-177,8157,1101,4,2,7,user1
2025-03-09T20:24:06.180974,none,-155,8118,1067,3,2,5,user1
2025-03-09T20:24:06.185071,none,-149,8134,1076,1,1,7,user1
2025-03-09T20:24:06.189588,none,-160,8139,1053,1,3,5,user1
2025-03-09T20:24:06.193680,none,-131,8133,1075,2,1,8,user1
2025-03-09T20:24:06.197717,none,-138,8168,1069,4,0,6,user1
2025-03-09T20:24:06.202110,none,-167,8144,1077,2,1,4,user1
2025-03-09T20:24:06.206147,none,-167,8135,1074,1,1,7,user1
2025-03-09T20:24:06.210198,none,-162,8143,1079,0,4,8,user1
2025-03-09T20:24:06.214275,none,-168,8179,1086,0,1,8,user1
2025-03-09T20:24:06.218311,none,-153,8156,1093,2,1,8,user1
2025-03-09T20:24:06.222664,none,-171,8134,1096,3,2,10,user1
2025-03-09T20:24:06.226784,none,-153,8151,1101,2,3,6,user1
2025-03-09T20:24:06.231417,none,-156,8123,1078,3,4,5,user1
2025-03-09T20:24:06.235452,none,-165,8148,1048,2,2,4,user1
2025-03-09T20:24:06.239730,none,-137,8109,1103,0,1,6,user1
2025-03-09T20:24:06.243823,none,-154,8116,1099,2,3,8,user1
2025-03-09T20:24:06.247863,none,-167,8141,1074,0,2,8,user1
2025-03-09T20:24:06.252387,none,-142,8142,1069,-1,2,6,user1
2025-03-09T20:24:06.256901,none,-154,8124,1088,1,0,6,user1
2025-03-09T20:24:06.261462,none,-142,8111,1095,1,0,7,user1
2025-03-09T20:24:06.265834,none,-150,8141,1108,1,0,7,user1
2025-03-09T20:24:06.270377,none,-152,8148,1123,1,0,9,user1
2025-03-09T20:24:06.274423,none,-160,8152,1137,2,0,8,user1
2025-03-09T20:24:06.278456,none,-139,8131,1112,1,3,9,user1
2025-03-09T20:24:06.282930,none,-139,8162,1098,0,2,6,user1
2025-03-09T20:24:06.287075,none,-137,8149,1121,0,4,3,user1
2025-03-09T20:24:06.291476,none,-147,8149,1085,3,1,9,user1
2025-03-09T20:24:06.295559,none,-135,8130,1081,3,1,5,user1
2025-03-09T20:24:06.299587,none,-156,8111,1073,1,0,6,user1
2025-03-09T20:24:06.303613,none,-148,8125,1104,1,0,10,user1
2025-03-09T20:24:06.307647,none,-153,8149,1092,1,-2,9,user1
2025-03-09T20:24:06.312050,none,-159,8135,1097,5,2,8,user1
2025-03-09T20:24:06.316087,none,-175,8157,1091,4,2,6,user1
2025-03-09T20:24:06.320228,none,-146,8130,1083,1,3,9,user1
2025-03-09T20:24:06.324613,none,-158,8110,1085,1,1,5,user1
2025-03-09T20:24:06.328643,none,-154,8114,1105,2,2,9,user1
2025-03-09T20:24:06.332929,none,-147,8134,1077,3,3,7,user1
2025-03-09T20:24:06.336962,none,-138,8113,1068,0,0,8,user1
2025-03-09T20:24:06.341319,none,-159,8138,1105,1,2,10,user1
2025-03-09T20:24:06.345814,none,-157,8150,1056,2,3,7,user1
2025-03-09T20:24:06.349839,none,-157,8144,1067,2,3,5,user1
2025-03-09T20:24:06.353864,none,-141,8108,1071,2,0,5,user1
2025-03-09T20:24:06.357893,none,-160,8152,1075,1,1,8,user1
2025-03-09T20:24:06.361965,none,-167,8113,1091,2,2,5,user1
2025-03-09T20:24:06.366415,none,-174,8126,1096,1,2,8,user1
2025-03-09T20:24:06.370472,none,-166,8122,1087,0,1,9,user1
2025-03-09T20:24:06.374512,none,-150,8126,1094,0,1,11,user1
2025-03-09T20:24:06.378814,none,-142,8122,1125,0,1,9,user1
2025-03-09T20:24:06.382847,none,-160,8118,1062,1,3,8,user1
2025-03-09T20:24:06.386874,none,-162,8150,1081,1,3,8,user1
2025-03-09T20:24:06.391406,none,-157,8150,1072,2,0,9,user1
2025-03-09T20:24:06.395827,none,-131,8120,1106,2,1,9,user1
2025-03-09T20:24:06.399852,none,-151,8127,1084,2,1,11,user1
2025-03-09T20:24:06.403877,none,-154,8127,1073,1,3,7,user1
2025-03-09T20:24:06.408275,none,-143,8143,1087,0,2,6,user1
2025-03-09T20:24:06.412316,none,-164,8154,1089,1,1,6,user1
2025-03-09T20:24:06.416775,none,-154,8140,1087,0,3,9,user1
2025-03-09T20:24:06.420826,none,-164,8134,1108,0,1,9,user1
2025-03-09T20:24:06.425312,none,-132,8112,1142,2,2,7,user1
2025-03-09T20:24:06.429850,none,-162,8126,1084,2,4,6,user1
2025-03-09T20:24:06.433879,none,-160,8130,1106,2,0,6,user1
2025-03-09T20:24:06.437909,none,-143,8160,1093,0,2,10,user1
2025-03-09T20:24:06.442422,none,-169,8129,1078,2,0,8,user1
2025-03-09T20:24:06.446456,none,-163,8138,1088,0,1,5,user1
2025-03-09T20:24:06.450487,none,-142,8157,1094,3,4,5,user1
2025-03-09T20:24:06.455021,none,-171,8141,1061,1,2,7,user1
2025-03-09T20:24:06.459126,none,-140,8147,1104,2,1,7,user1
2025-03-09T20:24:06.463156,none,-151,8127,1069,1,3,7,user1
2025-03-09T20:24:06.467180,none,-149,8153,1102,1,1,9,user1
2025-03-09T20:24:06.471521,none,-167,8125,1081,2,1,4,user1
2025-03-09T20:24:06.475999,none,-175,8170,1118,2,3,7,user1
2025-03-09T20:24:06.480518,none,-150,8139,1097,2,2,8,user1
2025-03-09T20:24:06.484604,none,-154,8136,1079,2,2,9,user1
2025-03-09T20:24:06.488762,none,-163,8143,1080,2,1,4,user1
2025-03-09T20:24:06.493324,none,-163,8159,1067,2,0,6,user1
2025-03-09T20:24:06.497429,none,-137,8165,1100,3,2,6,user1
2025-03-09T20:24:06.501763,none,-163,8142,1082,0,0,7,user1
2025-03-09T20:24:06.505813,none,-171,8148,1070,0,0,7,user1
2025-03-09T20:24:06.510341,none,-162,8196,1058,1,3,8,user1
2025-03-09T20:24:06.514427,none,-153,8160,1071,1,1,6,user1
2025-03-09T20:24:06.518944,none,-166,8141,1069,0,2,6,user1
2025-03-09T20:24:06.523418,none,-172,8152,1060,1,2,6,user1
2025-03-09T20:24:06.527945,none,-143,8151,1075,0,1,5,user1
2025-03-09T20:24:06.532256,none,-161,8097,1056,-3,2,5,user1
2025-03-09T20:24:06.536317,none,-174,8153,1094,0,4,9,user1
2025-03-09T20:24:06.540837,none,-185,8151,1079,0,1,4,user1
2025-03-09T20:24:06.545002,none,-181,8124,1092,0,2,6,user1
2025-03-09T20:24:06.549271,none,-161,8176,1060,-1,1,6,user1
2025-03-09T20:24:06.553652,none,-172,8159,1067,0,5,5,user1
2025-03-09T20:24:06.557785,none,-145,8168,1086,0,2,9,user1
2025-03-09T20:24:06.562087,none,-176,8139,1069,0,1,6,user1
2025-03-09T20:24:06.566153,none,-150,8169,1077,0,1,6,user1
2025-03-09T20:24:06.570188,none,-148,8178,1091,3,1,5,user1
2025-03-09T20:24:06.574621,none,-142,8115,1078,0,1,8,user1
2025-03-09T20:24:06.578718,none,-156,8149,1088,1,2,5,user1
2025-03-09T20:24:06.582841,none,-164,8136,1082,0,3,3,user1
2025-03-09T20:24:06.586871,none,-145,8147,1097,-1,3,7,user1
2025-03-09T20:24:06.591431,none,-157,8153,1097,-2,3,5,user1
2025-03-09T20:24:06.595960,none,-148,8175,1088,0,3,6,user1
2025-03-09T20:24:06.599985,none,-133,8165,1077,0,1,5,user1
2025-03-09T20:24:06.604160,none,-156,8136,1066,0,1,6,user1
2025-03-09T20:24:06.608191,none,-131,8131,1089,0,3,7,user1
2025-03-09T20:24:06.612613,none,-116,8130,1087,0,3,6,user1
2025-03-09T20:24:06.616643,none,-131,8093,1090,1,0,7,user1
2025-03-09T20:24:06.620672,none,-109,8135,1067,1,2,8,user1
2025-03-09T20:24:06.624764,none,-102,8147,1072,0,2,3,user1
2025-03-09T20:24:06.629272,none,-124,8151,1090,-2,0,5,user1
2025-03-09T20:24:06.633776,none,-132,8155,1067,-2,2,4,user1
2025-03-09T20:24:06.638277,none,-110,8118,1093,-2,2,6,user1
2025-03-09T20:24:06.642306,none,-119,8134,1116,-2,6,6,user1
2025-03-09T20:24:06.646813,none,-145,8154,1108,-2,2,5,user1
2025-03-09T20:24:06.650984,none,-139,8130,1104,-1,2,5,user1
2025-03-09T20:24:06.655391,none,-177,8089,1092,0,2,4,user1
2025-03-09T20:24:06.659478,none,-136,8136,1120,-3,2,7,user1
2025-03-09T20:24:06.664090,none,-140,8157,1092,-3,1,6,user1
2025-03-09T20:24:06.668124,none,-130,8176,1108,-1,2,8,user1
2025-03-09T20:24:06.672651,none,-141,8132,1091,-1,3,5,user1
2025-03-09T20:24:06.676707,none,-131,8096,1078,-3,1,6,user1
2025-03-09T20:24:06.680833,none,-138,8162,1099,-4,2,7,user1
2025-03-09T20:24:06.685266,none,-116,8159,1098,-3,2,7,user1
2025-03-09T20:24:06.689768,none,-142,8157,1094,-3,1,5,user1
2025-03-09T20:24:06.693801,none,-137,8232,1126,-3,4,4,user1
2025-03-09T20:24:06.697849,none,-162,8188,1082,-1,3,4,user1
2025-03-09T20:24:06.702278,none,-148,8127,1104,-3,2,4,user1
2025-03-09T20:24:06.706349,none,-160,8087,1092,-3,2,5,user1
2025-03-09T20:24:06.710877,none,-164,8038,1072,-2,3,9,user1
2025-03-09T20:24:06.715388,none,-171,8135,1084,0,1,5,user1
2025-03-09T20:24:06.719475,none,-188,8155,1112,-1,4,5,user1
2025-03-09T20:24:06.723532,none,-193,8157,1103,-2,3,7,user1
2025-03-09T20:24:06.727761,none,-179,8174,1097,-4,2,6,user1
2025-03-09T20:24:06.731987,none,-211,8129,1105,0,3,4,user1
2025-03-09T20:24:06.736161,none,-199,8106,1090,-1,2,5,user1
2025-03-09T20:24:06.740299,none,-215,8116,1076,0,1,7,user1
2025-03-09T20:24:06.744323,none,-190,8135,1106,0,3,7,user1
2025-03-09T20:24:06.748761,none,-206,8165,1106,0,1,8,user1
2025-03-09T20:24:06.753208,none,-223,8183,1082,0,0,7,user1
2025-03-09T20:24:06.757237,none,-214,8152,1106,0,0,7,user1
2025-03-09T20:24:06.761652,none,-214,8115,1083,1,2,7,user1
2025-03-09T20:24:06.765940,none,-203,8119,1080,0,2,11,user1
