starttime,group_index
2025-04-14 23:14:50.370874,0
2025-04-14 23:14:51.142235,1
2025-04-14 23:14:51.767270,2
2025-04-14 23:14:52.488311,3
2025-04-14 23:14:53.180102,4
2025-04-14 23:14:53.857492,5
2025-04-14 23:14:54.528616,6
2025-04-14 23:14:55.212510,7
2025-04-14 23:14:55.891229,8
2025-04-14 23:14:56.626421,9
2025-04-14 23:14:57.436826,10
2025-04-14 23:14:58.197935,11
2025-04-14 23:14:58.952839,12
2025-04-14 23:14:59.688718,13
2025-04-14 23:15:00.439032,14
2025-04-14 23:15:01.112968,15
2025-04-14 23:15:01.763672,16
2025-04-14 23:15:02.574682,17
2025-04-14 23:15:03.124271,18
2025-04-14 23:15:04.180753,19
2025-04-14 23:15:05.015141,20
2025-04-14 23:15:05.714722,21
2025-04-14 23:15:06.471079,22
2025-04-14 23:15:07.198420,23
2025-04-14 23:15:07.943194,24
2025-04-14 23:15:08.619986,25
2025-04-14 23:15:09.339115,26
2025-04-14 23:15:09.987099,27
2025-04-14 23:15:10.670762,28
2025-04-14 23:15:11.329112,29
2025-04-14 23:15:11.957554,30
2025-04-14 23:15:12.661063,31
2025-04-14 23:15:13.370569,32
2025-04-14 23:15:14.101827,33
2025-04-14 23:15:14.799673,34
2025-04-14 23:15:15.524745,35
2025-04-14 23:15:16.160057,36
2025-04-14 23:15:16.822497,37
2025-04-14 23:15:17.525015,38
2025-04-14 23:15:18.264745,39
2025-04-14 23:15:18.955787,40
2025-04-14 23:15:19.566213,41
2025-04-14 23:15:20.229672,42
2025-04-14 23:15:21.166354,43
2025-04-14 23:15:21.882326,44
2025-04-14 23:15:22.567635,45
2025-04-14 23:15:23.256230,46
2025-04-14 23:15:23.879551,47
2025-04-14 23:15:24.484613,48
2025-04-14 23:15:25.155070,49
2025-04-14 23:15:25.959545,50
2025-04-14 23:15:26.610885,51
2025-04-14 23:15:27.304722,52
2025-04-14 23:15:27.889525,53
2025-04-14 23:15:28.613307,54
2025-04-14 23:15:29.312797,55
2025-04-14 23:15:30.012906,56
2025-04-14 23:15:30.731382,57
2025-04-14 23:15:31.410259,58
2025-04-14 23:15:32.181168,59
2025-04-14 23:15:32.824633,60
2025-04-14 23:15:33.573018,61
2025-04-14 23:15:34.283436,62
2025-04-14 23:15:34.989828,63
2025-04-14 23:15:35.800406,64
2025-04-14 23:15:36.437430,65
2025-04-14 23:15:37.152157,66
2025-04-14 23:15:37.796436,67
2025-04-14 23:15:38.641155,68
2025-04-14 23:15:39.395762,69
2025-04-14 23:15:40.381572,70
2025-04-14 23:15:41.387050,71
2025-04-14 23:15:42.135662,72
2025-04-14 23:15:43.120918,73
2025-04-14 23:15:43.952787,74
2025-04-14 23:15:44.747752,75
2025-04-14 23:15:45.516342,76
2025-04-14 23:15:46.331274,77
2025-04-14 23:15:47.126541,78
2025-04-14 23:15:47.831837,79
2025-04-14 23:15:48.577456,80
2025-04-14 23:15:49.316716,81
2025-04-14 23:15:50.158109,82
2025-04-14 23:15:50.865002,83
2025-04-14 23:15:51.721508,84
2025-04-14 23:15:52.419680,85
2025-04-14 23:15:53.096885,86
2025-04-14 23:15:53.787879,87
2025-04-14 23:15:54.525627,88
2025-04-14 23:15:55.322266,89
2025-04-14 23:15:56.246835,90
2025-04-14 23:15:56.923381,91
2025-04-14 23:15:57.759943,92
2025-04-14 23:15:58.599418,93
2025-04-14 23:15:59.328239,94
2025-04-14 23:16:00.004250,95
2025-04-14 23:16:00.722778,96
2025-04-14 23:16:01.473915,97
2025-04-14 23:16:02.211370,98
2025-04-14 23:16:02.870711,99
2025-04-14 23:16:03.611247,100
2025-04-14 23:16:04.282938,101
2025-04-14 23:16:04.939674,102
2025-04-14 23:16:05.609520,103
2025-04-14 23:16:06.317333,104
2025-04-14 23:16:07.219826,105
2025-04-14 23:16:07.982149,106
2025-04-14 23:16:08.756309,107
2025-04-14 23:16:09.487652,108
2025-04-14 23:16:10.147774,109
2025-04-14 23:16:10.892075,110
2025-04-14 23:16:11.601296,111
2025-04-14 23:16:12.299543,112
2025-04-14 23:16:13.076693,113
2025-04-14 23:16:13.796719,114
2025-04-14 23:16:14.459585,115
2025-04-14 23:16:15.180920,116
2025-04-14 23:16:15.836247,117
2025-04-14 23:16:16.529250,118
2025-04-14 23:16:17.228873,119
2025-04-14 23:16:17.931006,120
2025-04-14 23:16:18.612309,121
2025-04-14 23:16:19.296313,122
2025-04-14 23:16:20.012590,123
2025-04-14 23:16:20.680057,124
2025-04-14 23:16:21.340234,125
2025-04-14 23:16:22.052218,126
2025-04-14 23:16:22.788164,127
2025-04-14 23:16:23.452448,128
2025-04-14 23:16:24.192638,129
